FISCAL YEAR,FISCAL MONTH NAME,DEPARTMENT NAME,REVENUE SOURCE NAME,REVENUE COLLECTED,FUND NAME,REVENUE SOURCE CLASS NAME,REVENUE SOURCE CATEGORY NAME,REVENUE SOURCE CATEGORY,FISCAL MONTH,FISCAL PERIOD,FUND,DEPARTMENT,REVENUE SOURCE CLASS,REVENUE SOURCE
2012,AUGUST,TRANSPORTATION,MISCELLANEOUS SERVICE CHARGES,100000.00,TRANSPORTATION GRANTS FUND,OTHER CURRENT SERVICE CHARGES,CHARGES FOR CURRENT SERVICES,40,2,201202,655,94,465,4651
2012,AUGUST,TRANSPORTATION,MISC-ST SIDEWALK & CURB REPAIRS,21816.15,GENERAL FUND (GENERAL BUDGET),STREET SIDEWALK & CURB REPAIRS,CHARGES FOR CURRENT SERVICES,40,2,201202,100,94,428,4295
2012,AUGUST,TRANSPORTATION,MOBILE SRC AIR POLLUTION GRANT,993109.15,MOBILE SOURCE AIR POLLUT REDUC,STATE GRANTS/AGREEMENTS,REVENUES FR OTH GOVT AGCY-STAT,33,2,201202,528,94,336,3368
2012,AUGUST,TRANSPORTATION,OTHER FEDERAL GRANTS,37328.76,PROPOSITION C ANTIGRIDLOCK IMP,OTHER INTERGOVTL-FEDERAL,REVENUES FR OTH GOVT AGCY-FED,36,2,201202,540,94,368,3684
2012,AUGUST,TRANSPORTATION,OTHER FEDERAL GRANTS,298102.96,TRANSPORTATION GRANTS FUND,OTHER INTERGOVTL-FEDERAL,REVENUES FR OTH GOVT AGCY-FED,36,2,201202,655,94,368,3684
2012,AUGUST,TRANSPORTATION,PARKING FACILITIES REVENUE,443360.35,SPECIAL PARKING REVENUE,PARKING REVENUES,CHARGES FOR CURRENT SERVICES,40,2,201202,363,94,449,4495
2012,AUGUST,TRANSPORTATION,"PENALTY-DRIVER,VEHICLE & ATTEN",1286.00,TRANSP REGULATION &ENFORCEMENT,FORFEITURES & PENALTIES,FINES AND FORFEITURES,48,2,201202,596,94,483,4832
2012,AUGUST,TRANSPORTATION,PENALTY-TAXICAB OPERATOR,3980.00,TRANSP REGULATION &ENFORCEMENT,FORFEITURES & PENALTIES,FINES AND FORFEITURES,48,2,201202,596,94,483,4833
2012,AUGUST,TRANSPORTATION,PREFERENTIAL PARKING,236060.75,PREFERENTIAL PARKING DISTRICTS,STREETS AND CURB PERMITS,LICENSES AND PERMITS,32,2,201202,44P,94,324,3257
2012,AUGUST,TRANSPORTATION,PROPOSITION 1B-LOCAL ROAD & ST,4370769.55,TRANSPORTATION GRANTS FUND,STATE GRANTS/AGREEMENTS,REVENUES FR OTH GOVT AGCY-STAT,33,2,201202,655,94,336,3372
2012,AUGUST,TRANSPORTATION,PROPOSITION A LOCAL TRANSIT TAX,5176263.54,PROPOSITION A LOCAL TRANSIT,TRANSPORTATION TAX,TAXES,30,2,201202,385,94,313,3131
2012,AUGUST,TRANSPORTATION,PROPOSITION C LOCAL TRANSIT TAX,4293636.19,PROPOSITION C ANTIGRIDLOCK IMP,TRANSPORTATION TAX,TAXES,30,2,201202,540,94,313,3132
2012,AUGUST,TRANSPORTATION,PUBLIC RIGHT OF WAY CONST ENF,441.00,GENERAL FUND (GENERAL BUDGET),OTHER LICENSES & PERMITS,LICENSES AND PERMITS,32,2,201202,100,94,328,3293
2012,AUGUST,TRANSPORTATION,REIMB FROM OTHER AGENCIES,665992.23,PROPOSITION A LOCAL TRANSIT,REIMB FROM OTHER AGENGIES,REVENUES FROM OTHER AGENCIES,38,2,201202,385,94,381,3811
2012,AUGUST,TRANSPORTATION,REIMB FROM OTHER AGENCIES,27980.17,PROPOSITION C ANTIGRIDLOCK IMP,REIMB FROM OTHER AGENGIES,REVENUES FROM OTHER AGENCIES,38,2,201202,540,94,381,3811
2012,AUGUST,TRANSPORTATION,REIMB-METRO RAIL PROJECT,262805.40,GENERAL FUND (GENERAL BUDGET),REIMB FROM OTHER FUNDS,REIMBURSEMENT FR OTHER FUNDS,53,2,201202,100,94,530,5311
2012,AUGUST,TRANSPORTATION,REIMB-METRO RAIL PROJECT,729505.98,PROPOSITION A LOCAL TRANSIT,REIMB FROM OTHER FUNDS,REIMBURSEMENT FR OTHER FUNDS,53,2,201202,385,94,530,5311
2012,AUGUST,TRANSPORTATION,REIMB-METRO RAIL PROJECT,64353.17,PROPOSITION C ANTIGRIDLOCK IMP,REIMB FROM OTHER FUNDS,REIMBURSEMENT FR OTHER FUNDS,53,2,201202,540,94,530,5311
2012,AUGUST,TRANSPORTATION,REIMBURSEMENT OF EXPENDITURES,744.56,GENERAL FUND (GENERAL BUDGET),MISCELLANEOUS REVENUES,OTHER REVENUE SOURCES,51,2,201202,100,94,516,5161
2012,AUGUST,TRANSPORTATION,SALVAGE RECEIPTS,1663.00,GENERAL FUND (GENERAL BUDGET),SALE OF FIXED ASSETS,OTHER REVENUE SOURCES,51,2,201202,100,94,514,5142
2012,AUGUST,TRANSPORTATION,SEWER CONS & MAIN RELATED COST,7667.00,GENERAL FUND (GENERAL BUDGET),REIMB FROM OTHER FUNDS,REIMBURSEMENT FR OTHER FUNDS,53,2,201202,100,94,530,5328
2012,AUGUST,TRANSPORTATION,SPECIAL ENV IMPACT REPORT FEE,42490.00,GENERAL FUND (GENERAL BUDGET),ENGR INSPECTION & OTHER CHARGES,CHARGES FOR CURRENT SERVICES,40,2,201202,100,94,420,4240
2012,AUGUST,TRANSPORTATION,SPECIAL PARKING REVENUE,3534716.95,SPECIAL PARKING REVENUE,PARKING REVENUES,CHARGES FOR CURRENT SERVICES,40,2,201202,363,94,449,4494
2012,AUGUST,TRANSPORTATION,SPECIAL PARKING REVENUE,600.00,VENTURA/CAHUENGA CORRIDOR PLAN,PARKING REVENUES,CHARGES FOR CURRENT SERVICES,40,2,201202,523,94,449,4494
2012,AUGUST,TRANSPORTATION,TAXICAB VEHICLE BANDIT FEE,53190.00,TRANSP REGULATION &ENFORCEMENT,OTHER LICENSES & PERMITS,LICENSES AND PERMITS,32,2,201202,596,94,328,3292
2012,AUGUST,TRANSPORTATION,TEMPORARY TRAFFIC SIGNS,42732.13,GENERAL FUND (GENERAL BUDGET),STREET SIDEWALK & CURB REPAIRS,CHARGES FOR CURRENT SERVICES,40,2,201202,100,94,428,4293
2012,AUGUST,TRANSPORTATION,TRANSPORTATION CONTROL SERVICES,46254.34,GENERAL FUND (GENERAL BUDGET),OTHER GEN GOVT SERVICES,CHARGES FOR CURRENT SERVICES,40,2,201202,100,94,432,4355
2012,AUGUST,TRANSPORTATION,TRANSPORTATION IMPACT ASSMT FEE,800.00,COASTAL TRANSP CORRIDOR TRUST,ASSESSMENTS,ASSESSMENTS,31,2,201202,447,94,317,3178
2012,AUGUST,TRANSPORTATION,TRANSPORTATION IMPACT ASSMT FEE,61500.00,VENICE COASTAL PARKING IMPACT,ASSESSMENTS,ASSESSMENTS,31,2,201202,864,94,317,3178
2012,AUGUST,TRANSPORTATION,TRANSPORTATION IMPACT ASSMT FEE,3690.00,VENTURA/CAHUENGA CORRIDOR PLAN,ASSESSMENTS,ASSESSMENTS,31,2,201202,523,94,317,3178
2012,AUGUST,TRANSPORTATION,TRANSPORTATION IMPACT ASSMT FEE,28186.00,WARNER CTR TRANS IMPROVE TRUST,ASSESSMENTS,ASSESSMENTS,31,2,201202,573,94,317,3178
2012,AUGUST,TRANSPORTATION,TRANSPORTATION IMPACT ASSMT FEE,200.00,WEST LA TRANSP IMPROV & MITIGA,ASSESSMENTS,ASSESSMENTS,31,2,201202,681,94,317,3178
2012,AUGUST,TRANSPORTATION,U PERMITS,2095.50,PERMIT PARKING PROG REV FD,STREETS AND CURB PERMITS,LICENSES AND PERMITS,32,2,201202,49C,94,324,3244
2012,AUGUST,TRANSPORTATION,VEHICLE APPLICATION,33064.60,GENERAL FUND (GENERAL BUDGET),OTHER LICENSES & PERMITS,LICENSES AND PERMITS,32,2,201202,100,94,328,3287
2022,OCTOBER,TRANSPORTATION,INTEREST INCOME-OTHER,45934.79,SPECIAL PARKING REVENUE,INVESTMENT EARNINGS,REVENUE FR USE OF MONEY & PROP,49,4,202204,363,94,490,4903
2012,DECEMBER,TRANSPORTATION,FRANCHISE INCOME-RAILWAYS,30.00,GENERAL FUND (GENERAL BUDGET),FRANCHISES INCOME,TAXES,30,6,201206,100,94,306,3064
2012,DECEMBER,TRANSPORTATION,ADDL INTERFD TRANS-OTHER FUNDS,29600.00,GENERAL FUND (GENERAL BUDGET),ADDL INTERFD OPERATING TRANSFER,OTHER FINANCING SOURCES,56,6,201206,100,94,569,5693
2012,DECEMBER,TRANSPORTATION,ARRA REIMBURSEMENTS,4149915.89,ARRA-TRANSPORTATION PROJ SPECI,ARRA GRANTS,REVENUES FR OTH GOVT AGCY-FED,36,6,201206,51X,94,367,3671
2012,DECEMBER,TRANSPORTATION,BAD CHECK COLLECTION FEES,1855.00,GENERAL FUND (GENERAL BUDGET),OTHER GEN GOVT SERVICES,CHARGES FOR CURRENT SERVICES,40,6,201206,100,94,432,4332
2012,DECEMBER,TRANSPORTATION,COUNTY GRANTS - OTHERS,256080.11,TRANSPORTATION GRANTS FUND,COUNTY GRANTS/AGREEMENTS,REVENUES FR OTH GOVT AGCY-CNTY,35,6,201206,655,94,351,3513
2012,DECEMBER,TRANSPORTATION,DAMAGES REPAIRED TRAFFICSAFETY,2955.38,GENERAL FUND (GENERAL BUDGET),STREET SIDEWALK & CURB REPAIRS,CHARGES FOR CURRENT SERVICES,40,6,201206,100,94,428,4289
2012,DECEMBER,TRANSPORTATION,DRIVER PERMIT,68664.00,GENERAL FUND (GENERAL BUDGET),OTHER LICENSES & PERMITS,LICENSES AND PERMITS,32,6,201206,100,94,328,3289
2012,DECEMBER,TRANSPORTATION,FILMING PERMITS,129799.96,GENERAL FUND (GENERAL BUDGET),OTHER LICENSES & PERMITS,LICENSES AND PERMITS,32,6,201206,100,94,328,3282
2012,DECEMBER,TRANSPORTATION,FINGER PRINT FEES,304.00,GENERAL FUND (GENERAL BUDGET),OTHER CURRENT SERVICE CHARGES,CHARGES FOR CURRENT SERVICES,40,6,201206,100,94,465,4653
2012,DECEMBER,TRANSPORTATION,FORFEITURES & PENALTIES,750.00,TRANSP REGULATION &ENFORCEMENT,FORFEITURES & PENALTIES,FINES AND FORFEITURES,48,6,201206,596,94,483,4831
2012,DECEMBER,TRANSPORTATION,HOLLYWOOD/HIGHLAND LOT 745,866803.87,SPECIAL PARKING REVENUE,PARKING REVENUES,CHARGES FOR CURRENT SERVICES,40,6,201206,363,94,449,4491
2012,DECEMBER,TRANSPORTATION,IMPOUND FEE,144.50,GENERAL FUND (GENERAL BUDGET),OTHER CURRENT SERVICE CHARGES,CHARGES FOR CURRENT SERVICES,40,6,201206,100,94,465,4662
2012,DECEMBER,TRANSPORTATION,INTEREST INCOME-OTHER,29902.13,ATSAC TRUST,INVESTMENT EARNINGS,REVENUE FR USE OF MONEY & PROP,49,6,201206,484,94,490,4903
2012,DECEMBER,TRANSPORTATION,INTEREST INCOME-OTHER,1093.40,CENTRAL CITY WEST TRAN IMPACT,INVESTMENT EARNINGS,REVENUE FR USE OF MONEY & PROP,49,6,201206,522,94,490,4903
2012,DECEMBER,TRANSPORTATION,INTEREST INCOME-OTHER,50255.43,COASTAL TRANSP CORRIDOR TRUST,INVESTMENT EARNINGS,REVENUE FR USE OF MONEY & PROP,49,6,201206,447,94,490,4903
2012,DECEMBER,TRANSPORTATION,INTEREST INCOME-OTHER,42.77,COLORADO BLVD SPECIFIC PLAN CO,INVESTMENT EARNINGS,REVENUE FR USE OF MONEY & PROP,49,6,201206,49M,94,490,4903
2012,DECEMBER,TRANSPORTATION,INTEREST INCOME-OTHER,17371.04,LOCAL TRANSPORTATION,INVESTMENT EARNINGS,REVENUE FR USE OF MONEY & PROP,49,6,201206,207,94,490,4903
2012,DECEMBER,TRANSPORTATION,INTEREST INCOME-OTHER,4848.43,MEASURE R BUS OPERATIONS FUND,INVESTMENT EARNINGS,REVENUE FR USE OF MONEY & PROP,49,6,201206,51R,94,490,4903
2012,DECEMBER,TRANSPORTATION,INTEREST INCOME-OTHER,120788.97,MEASURE R LOCAL RETURN FUND,INVESTMENT EARNINGS,REVENUE FR USE OF MONEY & PROP,49,6,201206,51Q,94,490,4903
2012,DECEMBER,TRANSPORTATION,INTEREST INCOME-OTHER,10406.88,MOBILE SOURCE AIR POLLUT REDUC,INVESTMENT EARNINGS,REVENUE FR USE OF MONEY & PROP,49,6,201206,528,94,490,4903
2012,DECEMBER,TRANSPORTATION,INTEREST INCOME-OTHER,6468.69,NEIGHBORHOOD TRAFFIC MGMT,INVESTMENT EARNINGS,REVENUE FR USE OF MONEY & PROP,49,6,201206,47H,94,490,4903
2012,DECEMBER,TRANSPORTATION,INTEREST INCOME-OTHER,97.76,OXFORD TRIANGLE/VENICE NEIGHBO,INVESTMENT EARNINGS,REVENUE FR USE OF MONEY & PROP,49,6,201206,912,94,490,4903
2012,DECEMBER,TRANSPORTATION,INTEREST INCOME-OTHER,279.43,PERMIT PARKING PROG REV FD,INVESTMENT EARNINGS,REVENUE FR USE OF MONEY & PROP,49,6,201206,49C,94,490,4903
2012,DECEMBER,TRANSPORTATION,INTEREST INCOME-OTHER,727.39,PETROLEUM VIOLATION ESCR ACCT,INVESTMENT EARNINGS,REVENUE FR USE OF MONEY & PROP,49,6,201206,868,94,490,4903
2012,DECEMBER,TRANSPORTATION,INTEREST INCOME-OTHER,427684.33,PROPOSITION A LOCAL TRANSIT,INVESTMENT EARNINGS,REVENUE FR USE OF MONEY & PROP,49,6,201206,385,94,490,4903
2012,DECEMBER,TRANSPORTATION,INTEREST INCOME-OTHER,61677.11,PROPOSITION C ANTIGRIDLOCK IMP,INVESTMENT EARNINGS,REVENUE FR USE OF MONEY & PROP,49,6,201206,540,94,490,4903
2012,DECEMBER,TRANSPORTATION,INTEREST INCOME-OTHER,92435.26,SPECIAL PARKING REVENUE,INVESTMENT EARNINGS,REVENUE FR USE OF MONEY & PROP,49,6,201206,363,94,490,4903
2012,DECEMBER,TRANSPORTATION,INTEREST INCOME-OTHER,567037.59,TRANSPORTATION GRANTS FUND,INVESTMENT EARNINGS,REVENUE FR USE OF MONEY & PROP,49,6,201206,655,94,490,4903
2012,DECEMBER,TRANSPORTATION,INTEREST INCOME-OTHER,52.01,TRANSPORTATION REVIEW FEE FUND,INVESTMENT EARNINGS,REVENUE FR USE OF MONEY & PROP,49,6,201206,50Y,94,490,4903
2012,DECEMBER,TRANSPORTATION,INTEREST INCOME-OTHER,3401.71,TRANSP REGULATION &ENFORCEMENT,INVESTMENT EARNINGS,REVENUE FR USE OF MONEY & PROP,49,6,201206,596,94,490,4903
2012,DECEMBER,TRANSPORTATION,INTEREST INCOME-OTHER,17850.48,VENTURA/CAHUENGA CORRIDOR PLAN,INVESTMENT EARNINGS,REVENUE FR USE OF MONEY & PROP,49,6,201206,523,94,490,4903
2012,DECEMBER,TRANSPORTATION,INTEREST INCOME-OTHER,22780.24,WARNER CTR TRANS IMPROVE TRUST,INVESTMENT EARNINGS,REVENUE FR USE OF MONEY & PROP,49,6,201206,573,94,490,4903
2012,DECEMBER,TRANSPORTATION,INTEREST INCOME-OTHER,26239.53,WEST LA TRANSP IMPROV & MITIGA,INVESTMENT EARNINGS,REVENUE FR USE OF MONEY & PROP,49,6,201206,681,94,490,4903
2012,DECEMBER,TRANSPORTATION,INTEREST INCOME-OTHER,31.96,WILSHIRE WEST TRANSP IMP TRUST,INVESTMENT EARNINGS,REVENUE FR USE OF MONEY & PROP,49,6,201206,462,94,490,4903
2012,DECEMBER,TRANSPORTATION,INTERFD OPER TRANS-MEASURE R LOCAL RET,17450.00,GENERAL FUND (GENERAL BUDGET),INTERFUND OPERATING TRANSFER,OTHER FINANCING SOURCES,56,6,201206,100,94,561,5659
2012,DECEMBER,TRANSPORTATION,INTERFD OPER TRANS-PROP C,2103110.00,GENERAL FUND (GENERAL BUDGET),INTERFUND OPERATING TRANSFER,OTHER FINANCING SOURCES,56,6,201206,100,94,561,5638
2012,DECEMBER,TRANSPORTATION,INTERFD OPER TRANS-SEWER CONS,8248.00,GENERAL FUND (GENERAL BUDGET),INTERFUND OPERATING TRANSFER,OTHER FINANCING SOURCES,56,6,201206,100,94,561,5615
2012,DECEMBER,TRANSPORTATION,INTERFD OPER TRANS-SP GAS TAX,374675.00,GENERAL FUND (GENERAL BUDGET),INTERFUND OPERATING TRANSFER,OTHER FINANCING SOURCES,56,6,201206,100,94,561,5627
2012,DECEMBER,TRANSPORTATION,INTERFD OPER TRANS-ST DAM RES FEE,108335.00,GENERAL FUND (GENERAL BUDGET),INTERFUND OPERATING TRANSFER,OTHER FINANCING SOURCES,56,6,201206,100,94,561,5649
2012,DECEMBER,TRANSPORTATION,INTERFD OPER TRANS-TRAFFIC SAFETY,573083.17,GENERAL FUND (GENERAL BUDGET),INTERFUND OPERATING TRANSFER,OTHER FINANCING SOURCES,56,6,201206,100,94,561,5628
2012,DECEMBER,TRANSPORTATION,LEASES & RENTALS-OTHER,490.69,PROPOSITION A LOCAL TRANSIT,RENTS AND CONCESSIONS,REVENUE FR USE OF MONEY & PROP,49,6,201206,385,94,493,4934
2012,DECEMBER,TRANSPORTATION,LEASES & RENTALS-OTHER,59672.36,SPECIAL PARKING REVENUE,RENTS AND CONCESSIONS,REVENUE FR USE OF MONEY & PROP,49,6,201206,363,94,493,4934
2012,DECEMBER,TRANSPORTATION,MAINTENANCE AGREEMENT,34276.59,GENERAL FUND (GENERAL BUDGET),STREET SIDEWALK & CURB REPAIRS,CHARGES FOR CURRENT SERVICES,40,6,201206,100,94,428,4290
2012,DECEMBER,TRANSPORTATION,MISCELLANEOUS REVENUE-OTHERS,5246.52,GENERAL FUND (GENERAL BUDGET),MISCELLANEOUS REVENUES,OTHER REVENUE SOURCES,51,6,201206,100,94,516,5188
2012,DECEMBER,TRANSPORTATION,MISCELLANEOUS REVENUE-OTHERS,-19322.64,PROPOSITION A LOCAL TRANSIT,MISCELLANEOUS REVENUES,OTHER REVENUE SOURCES,51,6,201206,385,94,516,5188
2012,DECEMBER,TRANSPORTATION,MISCELLANEOUS REVENUE-OTHERS,1950.00,SPECIAL PARKING REVENUE,MISCELLANEOUS REVENUES,OTHER REVENUE SOURCES,51,6,201206,363,94,516,5188
2012,DECEMBER,TRANSPORTATION,MISCELLANEOUS REVENUE-OTHERS,379.16,TRANSP REGULATION &ENFORCEMENT,MISCELLANEOUS REVENUES,OTHER REVENUE SOURCES,51,6,201206,596,94,516,5188
2012,DECEMBER,TRANSPORTATION,MISCELLANEOUS SERVICE CHARGES,849240.05,PROPOSITION A LOCAL TRANSIT,OTHER CURRENT SERVICE CHARGES,CHARGES FOR CURRENT SERVICES,40,6,201206,385,94,465,4651
2012,DECEMBER,TRANSPORTATION,MISC-ST SIDEWALK & CURB REPAIRS,5651.46,GENERAL FUND (GENERAL BUDGET),STREET SIDEWALK & CURB REPAIRS,CHARGES FOR CURRENT SERVICES,40,6,201206,100,94,428,4295
2012,DECEMBER,TRANSPORTATION,MOBILE SRC AIR POLLUTION GRANT,1366546.35,MOBILE SOURCE AIR POLLUT REDUC,STATE GRANTS/AGREEMENTS,REVENUES FR OTH GOVT AGCY-STAT,33,6,201206,528,94,336,3368
2012,DECEMBER,TRANSPORTATION,OTHER FEDERAL GRANTS,1461.29,PROPOSITION C ANTIGRIDLOCK IMP,OTHER INTERGOVTL-FEDERAL,REVENUES FR OTH GOVT AGCY-FED,36,6,201206,540,94,368,3684
2012,DECEMBER,TRANSPORTATION,OTHER FEDERAL GRANTS,101356.70,TRANSPORTATION GRANTS FUND,OTHER INTERGOVTL-FEDERAL,REVENUES FR OTH GOVT AGCY-FED,36,6,201206,655,94,368,3684
2012,DECEMBER,TRANSPORTATION,PARKING FACILITIES REVENUE,364181.42,SPECIAL PARKING REVENUE,PARKING REVENUES,CHARGES FOR CURRENT SERVICES,40,6,201206,363,94,449,4495
2012,DECEMBER,TRANSPORTATION,"PENALTY-DRIVER,VEHICLE & ATTEN",2945.00,TRANSP REGULATION &ENFORCEMENT,FORFEITURES & PENALTIES,FINES AND FORFEITURES,48,6,201206,596,94,483,4832
2012,DECEMBER,TRANSPORTATION,PENALTY-TAXICAB OPERATOR,980.00,TRANSP REGULATION &ENFORCEMENT,FORFEITURES & PENALTIES,FINES AND FORFEITURES,48,6,201206,596,94,483,4833
2012,DECEMBER,TRANSPORTATION,PREFERENTIAL PARKING,180621.25,PREFERENTIAL PARKING DISTRICTS,STREETS AND CURB PERMITS,LICENSES AND PERMITS,32,6,201206,44P,94,324,3257
2012,DECEMBER,TRANSPORTATION,PROPOSITION A LOCAL TRANSIT TAX,6430329.22,PROPOSITION A LOCAL TRANSIT,TRANSPORTATION TAX,TAXES,30,6,201206,385,94,313,3131
2012,DECEMBER,TRANSPORTATION,PROPOSITION C LOCAL TRANSIT TAX,5337188.60,PROPOSITION C ANTIGRIDLOCK IMP,TRANSPORTATION TAX,TAXES,30,6,201206,540,94,313,3132
2012,DECEMBER,TRANSPORTATION,PROPOSITION R BUS OPERATION RECEIPT,335207.58,MEASURE R BUS OPERATIONS FUND,TRANSPORTATION TAX,TAXES,30,6,201206,51R,94,313,3134
2012,DECEMBER,TRANSPORTATION,PROPOSITION R LOCAL RETURN,7032410.21,MEASURE R LOCAL RETURN FUND,TRANSPORTATION TAX,TAXES,30,6,201206,51Q,94,313,3133
2012,DECEMBER,TRANSPORTATION,PUBLIC RIGHT OF WAY CONST ENF,866.00,GENERAL FUND (GENERAL BUDGET),OTHER LICENSES & PERMITS,LICENSES AND PERMITS,32,6,201206,100,94,328,3293
2012,DECEMBER,TRANSPORTATION,REIMB FROM OTHER AGENCIES,611843.84,PROPOSITION A LOCAL TRANSIT,REIMB FROM OTHER AGENGIES,REVENUES FROM OTHER AGENCIES,38,6,201206,385,94,381,3811
2012,DECEMBER,TRANSPORTATION,REIMB-METRO RAIL PROJECT,230605.46,GENERAL FUND (GENERAL BUDGET),REIMB FROM OTHER FUNDS,REIMBURSEMENT FR OTHER FUNDS,53,6,201206,100,94,530,5311
2012,DECEMBER,TRANSPORTATION,REIMB-METRO RAIL PROJECT,30996.30,PROPOSITION A LOCAL TRANSIT,REIMB FROM OTHER FUNDS,REIMBURSEMENT FR OTHER FUNDS,53,6,201206,385,94,530,5311
2012,DECEMBER,TRANSPORTATION,REIMB-METRO RAIL PROJECT,1357385.58,PROPOSITION C ANTIGRIDLOCK IMP,REIMB FROM OTHER FUNDS,REIMBURSEMENT FR OTHER FUNDS,53,6,201206,540,94,530,5311
2012,DECEMBER,TRANSPORTATION,REVENUE FROM OTHER AGENCIES,25114.34,PROPOSITION C ANTIGRIDLOCK IMP,REVENUE FROM OTHER AGENCIES,REVENUES FROM OTHER AGENCIES,38,6,201206,540,94,385,3857
2012,DECEMBER,TRANSPORTATION,SEWER CONS & MAIN RELATED COST,7667.00,GENERAL FUND (GENERAL BUDGET),REIMB FROM OTHER FUNDS,REIMBURSEMENT FR OTHER FUNDS,53,6,201206,100,94,530,5328
2012,DECEMBER,TRANSPORTATION,SPECIAL ENV IMPACT REPORT FEE,83152.22,GENERAL FUND (GENERAL BUDGET),ENGR INSPECTION & OTHER CHARGES,CHARGES FOR CURRENT SERVICES,40,6,201206,100,94,420,4240
2012,DECEMBER,TRANSPORTATION,SPECIAL ENV IMPACT REPORT FEE,5526.78,TRANSPORTATION REVIEW FEE FUND,ENGR INSPECTION & OTHER CHARGES,CHARGES FOR CURRENT SERVICES,40,6,201206,50Y,94,420,4240
2012,DECEMBER,TRANSPORTATION,SPECIAL PARKING REVENUE,3865772.13,SPECIAL PARKING REVENUE,PARKING REVENUES,CHARGES FOR CURRENT SERVICES,40,6,201206,363,94,449,4494
2012,DECEMBER,TRANSPORTATION,STATE MAINTENANCE AGREEMENT,73661.85,GENERAL FUND (GENERAL BUDGET),REIMB FROM OTHER FUNDS,REIMBURSEMENT FR OTHER FUNDS,53,6,201206,100,94,530,5302
2012,DECEMBER,TRANSPORTATION,TAXICAB VEHICLE BANDIT FEE,24510.00,TRANSP REGULATION &ENFORCEMENT,OTHER LICENSES & PERMITS,LICENSES AND PERMITS,32,6,201206,596,94,328,3292
2012,DECEMBER,TRANSPORTATION,TEMPORARY TRAFFIC SIGNS,27072.31,GENERAL FUND (GENERAL BUDGET),STREET SIDEWALK & CURB REPAIRS,CHARGES FOR CURRENT SERVICES,40,6,201206,100,94,428,4293
2012,DECEMBER,TRANSPORTATION,TRANSPORTATION CONTROL SERVICES,148448.55,GENERAL FUND (GENERAL BUDGET),OTHER GEN GOVT SERVICES,CHARGES FOR CURRENT SERVICES,40,6,201206,100,94,432,4355
2012,DECEMBER,TRANSPORTATION,TRANSPORTATION IMPACT ASSMT FEE,5900.00,VENICE COASTAL PARKING IMPACT,ASSESSMENTS,ASSESSMENTS,31,6,201206,864,94,317,3178
2012,DECEMBER,TRANSPORTATION,TRANSPORTATION IMPACT ASSMT FEE,6935.98,VENTURA/CAHUENGA CORRIDOR PLAN,ASSESSMENTS,ASSESSMENTS,31,6,201206,523,94,317,3178
2012,DECEMBER,TRANSPORTATION,TRANSPORTATION IMPACT ASSMT FEE,260.00,WEST LA TRANSP IMPROV & MITIGA,ASSESSMENTS,ASSESSMENTS,31,6,201206,681,94,317,3178
2012,DECEMBER,TRANSPORTATION,U PERMITS,1406.50,PERMIT PARKING PROG REV FD,STREETS AND CURB PERMITS,LICENSES AND PERMITS,32,6,201206,49C,94,324,3244
2012,DECEMBER,TRANSPORTATION,VEHICLE APPLICATION,102675.00,GENERAL FUND (GENERAL BUDGET),OTHER LICENSES & PERMITS,LICENSES AND PERMITS,32,6,201206,100,94,328,3287
2022,OCTOBER,TRANSPORTATION,PROPOSITION R LOCAL RETURN,5352700.60,MEASURE R LOCAL RETURN FUND,TRANSPORTATION TAX,TAXES,30,4,202204,51Q,94,313,3133
2022,OCTOBER,TRANSPORTATION,PROPOSITION C LOCAL TRANSIT TAX,7139281.92,PROPOSITION C ANTIGRIDLOCK IMP,TRANSPORTATION TAX,TAXES,30,4,202204,540,94,313,3132
2022,OCTOBER,TRANSPORTATION,INTEREST INCOME-OTHER,16836.96,PERMIT PARKING PROG REV FD,INVESTMENT EARNINGS,REVENUE FR USE OF MONEY & PROP,49,4,202204,49C,94,490,4903
2022,OCTOBER,TRANSPORTATION,MOBILITY PROGRAM,25207.40,PERMIT PARKING PROG REV FD,OTHER LICENSES & PERMITS,LICENSES AND PERMITS,32,4,202204,49C,94,328,3296
2022,OCTOBER,TRANSPORTATION,SERVICE TO AIRPORTS,19412.59,GENERAL FUND (GENERAL BUDGET),QUASI-EXTERNAL TRANSACTION,CHARGES FOR CURRENT SERVICES,40,4,202204,100,94,459,4595
2012,FEBRUARY,TRANSPORTATION,PROPOSITION C LOCAL TRANSIT TAX,3642334.05,PROPOSITION C ANTIGRIDLOCK IMP,TRANSPORTATION TAX,TAXES,30,8,201208,540,94,313,3132
2012,FEBRUARY,TRANSPORTATION,PROPOSITION R BUS OPERATION RECEIPT,335207.58,MEASURE R BUS OPERATIONS FUND,TRANSPORTATION TAX,TAXES,30,8,201208,51R,94,313,3134
2012,FEBRUARY,TRANSPORTATION,PROPOSITION R LOCAL RETURN,2708145.85,MEASURE R LOCAL RETURN FUND,TRANSPORTATION TAX,TAXES,30,8,201208,51Q,94,313,3133
2012,FEBRUARY,TRANSPORTATION,INTEREST INCOME-OTHER,414.39,PETROLEUM VIOLATION ESCR ACCT,INVESTMENT EARNINGS,REVENUE FR USE OF MONEY & PROP,49,8,201208,868,94,490,4903
